date,category,exercise,exercise_id,measure,record,feel,notes
2025-03-11,Back,deadlift,deadlift,185lbs,4x5,,Still in Moab. Feel better than yesterday but kind of bloated??
2025-03-11,Legs,seated hamstring curl,seated-hamstring-curl,85lbs,3x8,,Still in Moab. Feel better than yesterday but kind of bloated??
2025-03-11,Legs,box squats,,"90,115,3x125",5x12,,
2025-03-11,Legs,uni rdl,uni-rdl,60lbs,3x10,,
2025-03-11,Legs,seated calf raise,,95lbs,4x12,,
2025-03-11,Legs,SM lengthened partials,sm-lengthened-partials,85lbs,8x10,,
2025-03-12,Arms,db uni tri extension,,20lbs,4x8,,
2025-03-12,Chest,bench,,100lbs,4x6,,
2025-03-12,Shoulders,db rear delt fly,db-rear-delt-fly,40lbs,4x10,,
2025-03-12,Abs,rotary torso machine,,60lbs,4x10,,
2025-03-12,Arms,decline pushups,,bench,3x10,,
2025-03-12,Chest,kneeling cable chest flys,,50lbs,4x12,,
2025-03-12,Shoulders,lateral raise machine,,40lbs,4x12,,
2025-03-12,Chest,chest press machine,,85lbs,4x10,,
2025-03-12,Chest,db pullover,,30lbs,3x10,,
2025-03-14,Legs,squat,,105lbs,4x8,,First evening back in Breck
2025-03-14,Abs,cable crunches,cable-crunches,65lbs,4x12,,First evening back in Breck
2025-03-14,Legs,abductors machine,abductors-machine,100lbs,4x12,,
2025-03-14,Abs,45deg oblique crunches,45deg-oblique-crunches,20lbs,4x10,,
2025-03-14,Legs,upright leg press (quads),,"R - 110lbs, L - 90lbs",3x10,,
2025-03-14,Abs,kb around the world,kb-around-the-world,26lbs,4x1min,,
2025-03-14,Legs,leg extension,,"R - 90lbs, L - 70lbs",3x10,,
2025-03-14,Legs,split squats (quads),,60lbs,3x8,,
2025-03-15,Arms,wrist db OH up,,12.5lbs,2x15,,
2025-03-15,Back,lat pulldown (medium),,120lbs,4x8,,
2025-03-15,Chest,db press,,90lbs,4x6,,
2025-03-15,Legs,tibialis raises,tibialis-raises,20lbs,2x15,,
2025-03-15,Shoulders,ext. rotation,,12.5lbs,2x15,,
2025-03-15,Abs,farmers carry (trap bar),,90lbs,"60s, 50s, 40s",,
2025-03-15,Arms,wrist db UH up,,25lbs,2x15,,
2025-03-15,Back,face pulls,face-pulls,65lbs,3x10,,
2025-03-15,Shoulders,90 90s,,10lbs,2x12,,
2025-03-15,Arms,db iso uni bicep curls,,20lbs,4x8,,
2025-03-15,Back,cable lat row (narrow),,100lbs,4x12,,
2025-03-15,Shoulders,upright row,upright-row,50lbs,3x10,,
2025-03-15,Arms,cable tri pushdown,,35lbs,3x12,,
2025-03-15,Back,cable lat row (wide),,100lbs,4x10,,
2025-03-15,Shoulders,lm rear delt row,,70lbs,4x8,,
2025-03-15,Arms,endless rope,endless-rope,,3x1min,,
2025-03-15,Shoulders,overhead press,overhead-press,75lbs,4x5,,
2025-03-15,Shoulders,egyptian lateral raise,,7.5lbs,4x10,,
2025-03-15,Shoulders,cable front raise,cable-front-raise,15lbs,4x8,,
2025-03-16,Arms,cable uni reverse curls,,12.5lbs,4x12,,
2025-03-16,Back,lat pulldown (wide),,120lbs,4x8,,
2025-03-16,Legs,glute drive,,100lbs,4x12,,
2025-03-16,Shoulders,egyptian lateral raise,,7.5lbs,4x12,,
2025-03-16,Abs,cybex leg raises,,10lbs,4x10,,
2025-03-16,More!,bosu sl squats,,"R-pistol, L-90deg","5,7,10",,
2025-03-16,Arms,cable uni bicep curls,,12.5lbs,"12,8,8,8",,
2025-03-16,Back,barbell row,barbell-row,100lbs,4x8,,
2025-03-16,Legs,seated hamstring curl,seated-hamstring-curl,85lbs,4x10,,
2025-03-16,Shoulders,upright row,upright-row,50lbs,4x10,,
2025-03-16,Abs,ab wheel,ab-wheel,,3x15,,
2025-03-16,More!,sl wall ball,sl-wall-ball,8lbs,4x10,,
2025-03-16,Back,face pulls,face-pulls,65lbs,4x10,,
2025-03-16,Legs,hip open/press,,30lbs,2x15,,
2025-03-16,Abs,trx v-ups,trx-v-ups,,4x12,,
2025-03-16,Back,shrugs,,100lbs,4x10,,
2025-03-16,Legs,adductor machine,,120lbs,4x10,,
2025-03-16,Abs,slam ball,,18lbs,4x12,,
2025-03-16,Legs,copenhagens,,e-1,2x12,,
2025-03-18,Arms,wrist db OH up,,15lbs,2x15,,lateral bench jumps felt better than ever before??
2025-03-18,Back,deadlift,deadlift,85kg,4x6,,lateral bench jumps felt better than ever before??
2025-03-18,Chest,bench,,100lbs,4x7,,lateral bench jumps felt better than ever before??
2025-03-18,Legs,tibialis raises,tibialis-raises,20lbs,2x15,,lateral bench jumps felt better than ever before??
2025-03-18,Shoulders,ext. rotation,,15lbs,2x10,,lateral bench jumps felt better than ever before??
2025-03-18,More!,bosu front jumps,,18lbs,1min,,lateral bench jumps felt better than ever before??
2025-03-18,Arms,wrist db UH up,,30lbs,2x10,,also bosu ball caused equal fatigue in both quads for the first time!!
2025-03-18,Chest,kneeling cable chest flys,,60lbs,4x8,,also bosu ball caused equal fatigue in both quads for the first time!!
2025-03-18,Legs,box squats,,135lbs,4x8,,also bosu ball caused equal fatigue in both quads for the first time!!
2025-03-18,Shoulders,90 90s,,10lbs,2x15,,also bosu ball caused equal fatigue in both quads for the first time!!
2025-03-18,More!,bosu lateral jumps,,18lbs,1min,,also bosu ball caused equal fatigue in both quads for the first time!!
2025-03-18,Arms,db tri extension,,45lbs,4x8,,also today is PRP so did a combined posterior chain + chest beforehand
2025-03-18,Legs,uni rdl,uni-rdl,60lbs,3x12,,also today is PRP so did a combined posterior chain + chest beforehand
2025-03-18,Shoulders,db rear delt fly,db-rear-delt-fly,40lbs,4x12,,also today is PRP so did a combined posterior chain + chest beforehand
2025-03-18,More!,lateral box jumps,lateral-box-jumps,bench,3x30s,,also today is PRP so did a combined posterior chain + chest beforehand
2025-03-18,Legs,seated calf raise,,105lbs,4x8,,
2025-03-18,More!,squat jumps,squat-jumps,18lbs,2x20s,,
2025-03-18,Legs,glute drive,,120lbs,4x8,,
2025-03-18,Legs,seated hamstring curl,seated-hamstring-curl,85lbs,4x12,,
2025-03-18,Legs,SM lengthened partials,sm-lengthened-partials,85lbs,5x10,,
2025-03-19,Arms,cable overhead tri extension,,25lbs,4x10,,right about 24hrs since PRP injection - feeling almost normal??
2025-03-19,Back,ghd back extension,ghd-back-extension,"10,15,15","12,15,15",,right about 24hrs since PRP injection - feeling almost normal??
2025-03-19,Legs,nordic curls,nordic-curls,eccentrics,"10,10,12",,right about 24hrs since PRP injection - feeling almost normal??
2025-03-19,Shoulders,chest supported rear delt row,,45lbs,3x10,,right about 24hrs since PRP injection - feeling almost normal??
2025-03-19,Arms,incline db curls,,17.5lbs,4x8,,trying out a bunch of new exercises since everything programmed was already done ahead of time
2025-03-19,Back,lat prayer,,35lbs,4x10,,trying out a bunch of new exercises since everything programmed was already done ahead of time
2025-03-19,Arms,cross body hammer curls,,20lbs,4x10,,
2025-03-19,Back,db pullover,,30lbs,4x10,,
2025-03-19,Arms,cable tricep kickback,,12.5lbs,4x10,,
2025-03-19,Back,cross body lat pullaround,,30lbs,4x10,,
2025-03-19,Arms,ez bar overhead extension,,32lbs,4x10,,
2025-03-20,Back,shrugs,,100lbs,4x12,,
2025-03-20,Chest,incline db press,,60lbs,4x10,,
2025-03-20,Shoulders,cross body cable lateral raise,,7.5lbs,"10,10,12,12",,
2025-03-20,Back,incline row machine,,25lbs,4x10,,
2025-03-20,Chest,low to high cable fly,,50lbs,4x8,,
2025-03-20,Shoulders,reverse cable fly,reverse-cable-fly,20lbs,4x8,,
2025-03-20,Back,cross body lat pullaround,,30lbs,3x12,,
2025-03-20,Chest,machine chest press,machine-chest-press,90lbs,4x8,,
2025-03-20,Shoulders,cable front raise,cable-front-raise,15lbs,4x8,,
2025-03-20,Chest,cable press around,,20lbs,4x8,,
2025-03-20,Shoulders,reverse pec deck,,50lbs,4x10,,
2025-03-21,Arms,spider curls,,17.lbs,4x10,,leg day on just right leg because prp restrictions
2025-03-21,Legs,abductors machine,abductors-machine,110lbs,4x8,,leg day on just right leg because prp restrictions
2025-03-21,Abs,deadbugs,,20lbs,4x8,,leg day on just right leg because prp restrictions
2025-03-21,Legs,leg extension - R,,90lbs,4x12,,
2025-03-21,Abs,turkish sit ups,turkish-sit-ups,12lbs,4x10,,
2025-03-21,Legs,squat press - R,,90lbs,8x10,,
2025-03-21,Abs,45deg oblique crunches,45deg-oblique-crunches,20lbs,4x12,,
2025-03-21,Legs,standing calf raise - R,,50lbs,4x12,,
2025-03-21,Abs,cable crunches,cable-crunches,72.5lbs,4x8,,
2025-03-21,Legs,split squats (quads) - R,,60lbs,4x10,,
2025-03-21,Abs,kb around the world,kb-around-the-world,30lbs,3x1min,,
2025-03-22,Arms,reverse curls,reverse-curls,42lbs,4x8,,
2025-03-22,Back,pullups,pullups,,"5x3, 2",,
2025-03-22,Legs,seated hamstring curl,seated-hamstring-curl,95lbs,4x10,,
2025-03-22,Shoulders,meadows row,meadows-row,70lbs,4x10,,
2025-03-22,Abs,farmers carry (trap bar),,90lbs,3x60s,,
2025-03-22,More!,neck extension,,15lbs,4x15,,
2025-03-22,Arms,incline db curls,,17.5lbs,"7,7,7,6",,
2025-03-22,Back,cross body lat pullaround,,35lbs,4x10,,
2025-03-22,Legs,seated calf raise,,105lbs,4x10,,
2025-03-22,More!,neck flexion,,8lbs,4x10,,
2025-03-22,Arms,preacher curls,preacher-curls,"17.5,15x3","5,15,11,20",,
2025-03-22,Back,one arm cable row,,40lbs,4x8,,
2025-03-22,Legs,copenhagens,,e-1,3x15,,
2025-03-22,Back,barbell row,barbell-row,100lbs,4x8,,
2025-03-22,Legs,nordic curls,nordic-curls,full rom,4x12,,
2025-03-22,Back,face pulls,face-pulls,65lbs,3x12,,
2025-03-22,Back,cable lat row (narrow),,110lbs,"6,8,8",,
2025-03-23,Arms,wrist db OH up,,17.5lbs,2x10,,keeping the lunges low effort & high rep because prp
2025-03-23,Chest,db press flat,,90lbs,4x8,,keeping the lunges low effort & high rep because prp
2025-03-23,Legs,tibialis raises,tibialis-raises,25lbs,2x10,,keeping the lunges low effort & high rep because prp
2025-03-23,Shoulders,ext. rotation,,15lbs,2x12,,keeping the lunges low effort & high rep because prp
2025-03-23,Abs,cable crunches,cable-crunches,72.5lbs,4x10,,keeping the lunges low effort & high rep because prp
2025-03-23,Arms,wrist db UH up,,30lbs,2x12,,
2025-03-23,Chest,low to high cable fly,,50lbs,4x10,,
2025-03-23,Legs,abductors machine,abductors-machine,130lbs,4x10,,
2025-03-23,Shoulders,90 90s,,15lbs,2x10,,
2025-03-23,Abs,cybex leg raises,,10lbs,4x12,,
2025-03-23,Arms,cable overhead tri extension,,25lbs,4x12,,
2025-03-23,Chest,decline knuckle pushups,decline-knuckle-pushups,bench,4x10,,
2025-03-23,Legs,glute drive,,200lbs,4x8,,
2025-03-23,Shoulders,overhead press,overhead-press,75lbs,4x5,,
2025-03-23,Abs,woodchoppers,woodchoppers,30lbs,4x10,,
2025-03-23,Arms,cable tricep kickback,,12.5lbs,"8,7,7,8",,
2025-03-23,Legs,elevated lunges,,50lbs,4x15,,
2025-03-23,Shoulders,cable lateral raise,cable-lateral-raise,10lbs,4x8,,
2025-03-23,Abs,slam ball,,18lbs,4x15,,
2025-03-23,Arms,skullcrushers,skullcrushers,32lbs,4x12,,
2025-03-23,Legs,standing calf raise,,50lbs,4x12,,
2025-03-23,Shoulders,cable front raise,cable-front-raise,15lbs,4x10,,
2025-03-23,Abs,kb around the world,kb-around-the-world,30lbs,4x1min,,
2025-03-23,Arms,endless rope,endless-rope,,4x1min,,
2025-03-23,Shoulders,reverse cable fly,reverse-cable-fly,20lbs,"8,8,9,10",,
2025-03-23,Arms,bayesian cable curls,bayesian-cable-curls,34lbs,"5x12,9,3,1",,
2025-03-23,Shoulders,db lateral raise,db-lateral-raise,10lbs,"5x15,11,10,4,3x3,4x2,3",,
2025-03-25,Arms,reverse curls,reverse-curls,42lbs,4x10,,dropped face pulls weight to correct form for full rom & more rear delts
2025-03-25,Back,pullups,pullups,,"4x3, 2",,dropped face pulls weight to correct form for full rom & more rear delts
2025-03-25,Legs,copenhagens,,e-2,"10,12,12",,dropped face pulls weight to correct form for full rom & more rear delts
2025-03-25,Shoulders,meadows row,meadows-row,70lbs,4x12,,dropped face pulls weight to correct form for full rom & more rear delts
2025-03-25,Arms,incline db curls,,17.5lbs,"10,9,8,8",,using straps for meadows rows have it progressing again!
2025-03-25,Back,shrugs,,110lbs,4x8,,using straps for meadows rows have it progressing again!
2025-03-25,Shoulders,cable lateral raise,cable-lateral-raise,10lbs,3x8,,using straps for meadows rows have it progressing again!
2025-03-25,Arms,preacher curls,preacher-curls,17.5lbs,"8,10,10,11",,
2025-03-25,Back,face pulls,face-pulls,57.5lbs,4x8,,
2025-03-26,Back,deadlift,deadlift,85kg,4x7,,either hamstrings aren't recovered or the deadlift effort zapped me?
2025-03-26,Legs,uni rdl,uni-rdl,60lbs,3x15,,either hamstrings aren't recovered or the deadlift effort zapped me?
2025-03-26,Shoulders,ext. rotation,,15lbs,2x12,,either hamstrings aren't recovered or the deadlift effort zapped me?
2025-03-26,Back,ghd back extension,ghd-back-extension,15lbs,3x15,,
2025-03-26,Legs,box squats,,135lbs,4x8,,
2025-03-26,Shoulders,90 90s,,15lbs,2x10,,
2025-03-26,Legs,seated calf raise,,105lbs,4x12,,
2025-03-26,Legs,glute drive,,200lbs,4x10,,
2025-03-26,Legs,seated hamstring curl,seated-hamstring-curl,95lbs,4x10,,
2025-03-26,Legs,abductors machine,abductors-machine,140lbs,4x10,,
2025-03-26,Legs,nordic curls,nordic-curls,full rom,3x12,,
2025-03-26,Legs,tibialis raises,tibialis-raises,25lbs,2x12,,
2025-03-27,Arms,cable overhead tri extension,,30lbs,4x8,,
2025-03-27,Chest,low to high cable fly,,50lbs,4x12,,
2025-03-27,Shoulders,db rear delt fly,db-rear-delt-fly,45lbs,4x8,,
2025-03-27,Arms,cable tricep kickback,,10lbs,"10,9,7,9",,
2025-03-27,Chest,bench,,100lbs,"8,7,6,6",,
2025-03-27,Shoulders,reverse cable fly,reverse-cable-fly,,"10,8,9,8",,
2025-03-27,Arms,endless rope,endless-rope,,4x90s,,
2025-03-27,Chest,high to low chest flys,,60lbs,4x12,,
2025-03-27,Chest,machine chest press,machine-chest-press,90lbs,"5x10,7",,
2025-03-27,Chest,decline knuckle pushups,decline-knuckle-pushups,bench,"12,9,9,8",,
2025-03-28,Back,single pullups,,,4,,
2025-03-28,Legs,squat,,100lbs,4x10,,
2025-03-28,Shoulders,ext. rotation,,15lbs,2x15,,
2025-03-28,Abs,cable crunches,cable-crunches,72.5lbs,4x12,,
2025-03-28,Legs,adductor machine,,120lbs,4x12,,
2025-03-28,Shoulders,90 90s,,15lbs,2x10,,
2025-03-28,Abs,cybex leg raises,,12.5lbs,4x10,,
2025-03-28,Legs,upright leg press (quads),,"R - 110lbs, L - 80lbs",5x10,,
2025-03-28,Abs,woodchoppers,woodchoppers,30lbs,4x12,,
2025-03-28,Legs,leg extension,,"R - 100lbs, L - 70lbs","8,8,8R10L,10",,
2025-03-28,Legs,standing calf raise,,55lbs,4x10,,
2025-03-28,Legs,split squats (quads),,60lbs,4x10,,
2025-03-28,Legs,SM lengthened partials,sm-lengthened-partials,"95x4,90,80,90x4","7,8,8,7,7,8,8,6,5,5",,
2024-03-29,Back,pullups,pullups,,"4x3, 1",,
2024-03-29,Abs,farmers carry (trap bar),,110lbs,"50s,40s,40s",,
2024-03-29,Back,cross body lat pullaround,,35lbs,4x12,,
2024-03-29,Back,one arm cable row,,40lbs,"10,10,12,12",,
2024-03-29,Back,barbell row,barbell-row,100lbs,"10,10,8,10",,
2024-03-29,Back,cable lat row (narrow),,110lbs,"8,8,6,8",,
2025-03-30,Arms,reverse curls,reverse-curls,42lbs,4x12,,
2025-03-30,Back,ghd back extension,ghd-back-extension,20lbs,3x15,,
2025-03-30,Chest,db press (flat),,95lbs,"7,6,7,5",,
2025-03-30,Legs,stiff legged deadlift,stiff-legged-deadlift,100lbs,"8,10,10,10",,
2025-03-30,Shoulders,db shoulder press,db-shoulder-press,60lbs,3x8,,
2025-03-30,Abs,slam ball,,20lbs,4x10,,
2025-03-30,More!,bosu front jumps,,20lbs,1min,,
2025-03-30,Arms,skullcrushers,skullcrushers,42lbs,"5x12,12,9,5",,
2025-03-30,Back,lat pulldown (wide),,100lbs,3x10,,
2025-03-30,Chest,sm incline press,sm-incline-press,70lbs,"8,7,7,6,5",,
2025-03-30,Legs,elevated lunges,,65lbs,4x10,,
2025-03-30,Shoulders,cable lateral raise,cable-lateral-raise,10lbs,"8,8,7,5",,
2025-03-30,Abs,kb around the world,kb-around-the-world,35lbs,4x1min,,
2025-03-30,More!,bosu lateral jumps,,20lbs,1min,,
2025-03-30,Arms,bayesian cable curls,bayesian-cable-curls,40lbs,"5x10,5,3,1",,
2025-03-30,Chest,decline knuckle pushups,decline-knuckle-pushups,bench,"12,12,10,12",,
2025-03-30,Legs,standing calf raise,,55lbs,4x12,,
2025-03-30,Shoulders,db lateral raise,db-lateral-raise,30lbs,3x10,,
2025-03-30,More!,lateral box jumps,lateral-box-jumps,bench,2x30s,,
2025-03-30,Arms,endless rope,endless-rope,,4x90s,,
2025-03-30,Legs,nordic curls,nordic-curls,full rom,4x15,,
2025-03-30,Shoulders,meadows row,meadows-row,80lbs,4x10,,
2025-03-30,More!,neck extension,,20lbs,"12,15,12,12",,
2025-03-30,Arms,ez bar wrist db OH up,,27lbs,2x10,,
2025-03-30,Legs,tibialis raises,tibialis-raises,25lbs,"15R10L,10R6L",,
2025-03-30,Shoulders,ext. rotation,,10lbs,2x15,,
2025-03-30,More!,neck flexion,,12.5lbs,4x10,,
2025-03-30,Arms,wrist db UH up,,30lbs,2x12,,
2025-03-30,Shoulders,90 90s,,10lbs,2x15,,
2025-03-30,Shoulders,reverse cable fly,reverse-cable-fly,20lbs,3x10,,
2025-03-30,Shoulders,cable front raise,cable-front-raise,15lbs,3x12,,
2025-03-30,Shoulders,db lateral raise,db-lateral-raise,15lbs,3x10,,
2025-04-01,Arms,reverse curls,reverse-curls,47lbs,4x10,,
2025-04-01,Back,pullups,pullups,,"3,4,3,3,2",,
2025-04-01,Shoulders,reverse cable fly,reverse-cable-fly,20lbs,3x12,,
2025-04-01,Abs,cable crunches,cable-crunches,72.5lbs,4x12,,
2025-04-01,More!,copenhagens,,,2x15,,
2025-04-01,Arms,incline db curls,,17.5lbs,"12,12,10,9.5",,
2025-04-01,Back,shrugs,,110lbs,4x10,,
2025-04-01,Shoulders,db lateral raise,db-lateral-raise,30lbs,"10,12,12",,
2025-04-01,Abs,cybex leg raises,,12.5lbs,"12,12,10,10",,
2025-04-01,Back,face pulls,face-pulls,57.5lbs,"10,12,12,12",,
2025-04-01,Abs,woodchoppers,woodchoppers,35lbs,4x10,,
2025-04-02,Arms,wrist db OH up,,17.5lbs,2x12,,deadlift form was much better than last week with 7s! focused on pulling up with whole body with leg push
2025-04-02,Back,deadlift,deadlift,85kg,4x8,,deadlift form was much better than last week with 7s! focused on pulling up with whole body with leg push
2025-04-02,Legs,tibialis raises,tibialis-raises,25lbs,2x10,,deadlift form was much better than last week with 7s! focused on pulling up with whole body with leg push
2025-04-02,Shoulders,ext. rotation,,10lbs,2x15,,deadlift form was much better than last week with 7s! focused on pulling up with whole body with leg push
2025-04-02,Arms,wrist db UH up,,30lbs,2x15,,
2025-04-02,Legs,abductors machine,abductors-machine,140lbs,4x12,,
2025-04-02,Legs,seated calf raise,,90lbs,"22,20",,
2025-04-02,Legs,box squats,,135lbs,4x10,,
2025-04-02,Legs,glute drive,,200lbs,4x12,,
2025-04-02,Legs,seated hamstring curl,seated-hamstring-curl,95lbs,4x12,,
2025-04-03,Arms,cable overhead tri extension,,30lbs,"9,10,8,10",,
2025-04-03,Chest,bench,,105lbs,"6,5,6,6",,
2025-04-03,Shoulders,db shoulder press,db-shoulder-press,60lbs,6,,
2025-04-03,Arms,cable tricep kickback,,10lbs,"10,8,9,8",,
2025-04-03,Chest,low to high cable fly,,60lbs,"3x10,9",,
2025-04-03,Shoulders,reverse cable fly,reverse-cable-fly,30lbs,"10,9,8,8",,
2025-04-03,Arms,endless rope,endless-rope,,"90s, 2x2min",,
2025-04-03,Chest,high to low chest flys,,70lbs,"7,10,7,8",,
2025-04-03,Shoulders,db rear delt fly,db-rear-delt-fly,45lbs,"10,12,10,12",,
2025-04-03,Chest,machine chest press,machine-chest-press,"90,100,110,2x120","10,9,8,5,6",,
2025-04-03,Chest,bb incline press,,75lbs,"8,7,7,8",,
2025-04-03,Chest,decline knuckle pushups,decline-knuckle-pushups,,12,,
2025-04-04,Arms,wrist db OH up,,17.5lbs,2x12,,
2025-04-04,Legs,squat,,105lbs,4x10,,
2025-04-04,Shoulders,ext. rotation,,10lbs,2x15,,
2025-04-04,Abs,woodchoppers,woodchoppers,35lbs,3x12,,
2025-04-04,Arms,wrist db UH up,,25lbs,2x20,,
2025-04-04,Legs,adductor machine,,130lbs,"3x10,12",,
2025-04-04,Abs,kb around the world,kb-around-the-world,35lbs,3x90s,,
2025-04-04,Legs,leg extension - R,,100lbs,4x10,,
2025-04-04,Legs,leg extension - L,,40lbs,"20,17,20,20",,
2025-04-04,Legs,upright leg press (quads) - R,,"110,3x100","10,12,15,15",,
2025-04-04,Legs,upright leg press (quads) - L,,80lbs,"15,12,15,15",,
2025-04-04,Legs,standing calf raise,,45lbs,3x20,,
2025-04-04,Legs,split squats (quads) - R,,"60,3x70","15,3x12",,
2025-04-04,Legs,tibialis raises,tibialis-raises,20lbs,2x17,,
2025-04-04,Legs,front squat,front-squat,"3x95,105,3x95","3x6,5,3x6",,
2025-04-05,Arms,reverse curls,reverse-curls,47lbs,4x12,,
2025-04-05,Back,lat pulldown (wide),,120lbs,4x8,,
2025-04-05,Legs,stiff legged deadlift,stiff-legged-deadlift,100lbs,4x12,,
2025-04-05,Shoulders,meadows row,meadows-row,80lbs,4x12,,
2025-04-05,Abs,farmers carry (trap bar),,110lbs,3x50s,,
2025-04-05,Arms,preacher curls,preacher-curls,17.5lbs,"12,12,11,12",,
2025-04-05,Back,cross body lat pullaround,,42.5lbs,4x10,,
2025-04-05,Legs,good morning,good-morning,90lbs,"10,12,12,12",,
2025-04-05,Arms,bayesian cable curls,bayesian-cable-curls,40lbs,"9,8,8,8,8",,
2025-04-05,Back,barbell row,barbell-row,100lbs,"10,11,9,11",,
2025-04-05,Legs,nordic curls,nordic-curls,10lbs,"10,12,12,12",,
2025-04-05,Back,cable lat row (narrow),,105lbs,4x10,,
2025-04-05,Back,ghd back extension,ghd-back-extension,25lbs,3x15,,
2025-04-05,Back,pullups,pullups,,2,,
2025-04-06,Arms,wrist db OH up,,17.5lbs,2x12,,
2025-04-06,Chest,db press (flat),,100lbs,"5,6,5,5",,
2025-04-06,Legs,tibialis raises,tibialis-raises,20lbs,2x20,,
2025-04-06,Shoulders,ext. rotation,,10lbs,2x15,,
2025-04-06,Abs,slam ball,,20lbs,4x10,,
2025-04-06,More!,split jumps,split-jumps,20lbs,2x10,,
2025-04-06,Arms,wrist db UH up,,25lbs,"25,20",,
2025-04-06,Chest,sm incline press,sm-incline-press,50lbs,"10,10,8,8",,
2025-04-06,Legs,elevated lunges,,85lbs,4x8,,
2025-04-06,Shoulders,db shoulder press,db-shoulder-press,"60,3x70","10,3x6",,
2025-04-06,Abs,kb around the world,kb-around-the-world,35lbs,4x90s,,
2025-04-06,More!,squat jumps,squat-jumps,20lbs,2x15,,
2025-04-06,Arms,skullcrushers,skullcrushers,52lbs,4x10,,
2025-04-06,Legs,standing calf raise,,45lbs,3x20,,
2025-04-06,Shoulders,db lateral raise,db-lateral-raise,30lbs,4x12,,
2025-04-06,More!,box drop+jump,,box,2x10,,
2025-04-06,Shoulders,cable front raise,cable-front-raise,20lbs,4x8,,
2025-04-06,More!,ankle plate hops,,around,2x,,
2025-04-06,Shoulders,super rom reverse cable fly,,20lbs,"12,12,10,10",,
2025-04-08,Arms,reverse curls,reverse-curls,52lbs,"8,10,10,10",,
2025-04-08,Back,deadlift,deadlift,200lbs,4x5,,
2025-04-08,Shoulders,super rom reverse cable fly,,20lbs,4x12,,
2025-04-08,Abs,cable crunches,cable-crunches,72.5lbs,"12,12,10,10",,
2025-04-08,Arms,incline db curls,,17.5lbs,4x12,,
2025-04-08,Back,shrugs,,110lbs,4x11,,
2025-04-08,Shoulders,db lateral raise,db-lateral-raise,35lbs,3x8,,
2025-04-08,Back,face pulls,face-pulls,57.5lbs,4x12,,
2025-04-08,Back,close grip chin ups,,100lbs,4x8,,
2025-04-09,Arms,wrist db OH up,,17.5lbs,2x12,,
2025-04-09,Back,pullups,pullups,,4x3,,
2025-04-09,Legs,tibialis raises,tibialis-raises,20lbs,"20,15",,
2025-04-09,Shoulders,ext. rotation,,10lbs,2x15,,
2025-04-09,Abs,cybex leg raises,,12.5lbs,4x12,,
2025-04-09,Arms,wrist db UH up,,25lbs,2x20,,
2025-04-09,Legs,abductors machine,abductors-machine,145lbs,4x8,,
2025-04-09,Shoulders,db lateral raise,db-lateral-raise,35lbs,3x10,,
2025-04-09,Legs,box squats,,135lbs,"12,11,12,12",,
2025-04-09,Legs,glute drive,,210lbs,4x8,,
2025-04-09,Legs,seated calf raise,,90lbs,"21,20,20",,
2025-04-09,Legs,seated hamstring curl,seated-hamstring-curl,110lbs,"8,8,10,9",,
2025-04-10,Arms,cable overhead tri extension,,30lbs,4x12,,
2025-04-10,Chest,bench,,105lbs,"6,6,7,7",,
2025-04-10,Shoulders,db rear delt fly,db-rear-delt-fly,45lbs,4x12,,
2025-04-10,Abs,woodchoppers,woodchoppers,42.5lbs,4x8,,
2025-04-10,Arms,skullcrushers,skullcrushers,52lbs,4x12,,
2025-04-10,Chest,low to high cable fly,,60lbs,"11,12,11,10",,
2025-04-10,Shoulders,super rom reverse cable fly,,20lbs,4x12,,
2025-04-10,Arms,endless rope,endless-rope,,2x2min,,
2025-04-10,Chest,high to low chest flys,,70lbs,"8,12,8,9",,
2025-04-10,Chest,machine chest press,machine-chest-press,120lbs,"6,4,6,3",,
2025-04-10,Chest,sm incline press,sm-incline-press,"3x50,60","12,8,8,6,8",,
2025-04-11,Arms,wrist db OH up,,17.5lbs,3x12,,
2025-04-11,Legs,upright leg press (quads) - R,,110lbs,4x12,,
2025-04-11,Shoulders,ext. rotation,,10lbs,2x12,,
2025-04-11,Abs,kb around the world,kb-around-the-world,35lbs,4x90s,,
2025-04-11,Arms,wrist db UH up,,25lbs,3x20,,
2025-04-11,Legs,upright leg press (quads) - L,,"80,3x90",4x12,,
2025-04-11,Legs,leg extension - R,,100lbs,"10,12,10,12",,
2025-04-11,Legs,leg extension - L,,50lbs,4x15,,
2025-04-11,Legs,adductor machine,,130lbs,4x12,,
2025-04-11,Legs,standing calf raise,,45lbs,3x22,,
2025-04-11,Legs,stairmaster,,60lbs,6min@40spm,,
2025-04-11,Legs,tibialis raises,tibialis-raises,20lbs,2x20,,
2025-04-11,Legs,front squats,,95lbs,6,,
2025-04-12,Arms,reverse curls,reverse-curls,52lbs,"12,10,8,8",,
2025-04-12,Back,lat pulldown (wide),,125lbs,4x6,,
2025-04-12,Legs,stiff legged deadlift,stiff-legged-deadlift,110lbs,4x12,,
2025-04-12,Shoulders,meadows row,meadows-row,90lbs,4x8,,
2025-04-12,Abs,cable crunches,cable-crunches,72.5lbs,4x12,,
2025-04-12,More!,neck extension,,10lbs,"15,12,12,12",,
2025-04-12,Arms,preacher curls,preacher-curls,20lbs,"3x8, 10",,
2025-04-12,Back,cross body lat pullaround,,42.5lbs,4x12,,
2025-04-12,Legs,good morning,good-morning,100lbs,"10,3x12",,
