date,category,exercise,exercise_id,measure,record,feel,notes
2025-12-07,& more + prehab,scapula work,,,2x,,
2025-12-07,Core,bosu pikes + tucks,,,2x10,,
2025-12-07,& more + prehab,kb half kneeling windmill,,26lbs,2x,,
2025-12-08,Zone 2,hockey,,,1hr,,
2025-12-08,& more + prehab,wrist work,,,2x,,
2025-12-09,Core,ghd pallof press,,10lbs,"2x7,10",,
2025-12-09,Power (upper),sm bench throws,,50lbs,5x5,,
2025-12-09,& more + prehab,rotator cuff work,,,2x,,
2025-12-09,Core,ss rotational mb throws,,16lbs@3ft,3x6,,
2025-12-09,& more + prehab,wrist work,,,2x,,
2025-12-10,Plyo (-agility),sl pogos,,15lbs,"10,15",,
2025-12-10,Power (lower),hang clean to box step up,,70lbs,3x3*,,
2025-12-10,& more + prehab,decel work (jump squats),,80lbs,3x3*,,
2025-12-10,Plyo (-agility),hopscotch,hopscotch,,2x,,
2025-12-10,& more + prehab,decel work (split squat jumps),,80lbs,3x3*,,
2025-12-10,Plyo (-agility),scissors,,,2x,,
2025-12-10,& more + prehab,decel work (bulgarian hops),,70lbs,3x3*,,
2025-12-10,Plyo (-agility),in & outs,,,2x,,
2025-12-10,Plyo (-agility),box toe taps,,,2x20,,
2025-12-12,Core,pallof hold + march,,10lbs,"12,10",,
2025-12-12,Plyo (-agility),sl pogos,,12.5lbs,2x15,,
2025-12-12,Zone 2,hockey,,,1hr,,
2025-12-12,& more + prehab,sl standing calf raises,,65lbs,2x20,,
2025-12-12,Core,half kneeling mb throw,,20lbs,3x6,,
2025-12-12,Plyo (-agility),skater bounds,,,2x,,
2025-12-12,& more + prehab,sl soleus raises,,65lbs,2x20,,
2025-12-12,Plyo (-agility),broad jumps,,,2x5,,
2025-12-12,& more + prehab,sl seated tib raises,,22lbs,2x15*,,
2025-12-12,Plyo (-agility),depth drop + quick hop,,32in,2x5,,
2025-12-12,Plyo (-agility),gwiz jumps,gwiz-jumps,20in,2x3*,,
2025-12-12,Plyo (-agility),sl lateral hop to box + hop,,12in,2x5,,
2025-12-12,Plyo (-agility),depth jump to lateral bound,,12in,2x5,,
2025-12-12,Plyo (-agility),box jump to sl landing,box-jump-to-sl-landing,26in,5,,
2025-12-12,Plyo (-agility),180deg rotational landings - up box,,20in,5,,
2025-12-12,Plyo (-agility),180deg rotational landings - down box,,20in,3,,
2025-12-12,Plyo (-agility),180deg rotational landings - up & down 360,,20in,3,,
2025-12-12,Plyo (-agility),flat 360,,,1,,
2025-12-12,Plyo (-agility),cross circle hops,,,5,,
2025-12-15,Power (lower),tb deadlift,,305lbs,"2,1,0",,
2025-12-15,& more + prehab,ss calf raise,ss-calf-raise,,2x,,
2025-12-15,Power (lower),box squat,box-squat,265lbs,5x5*,,
2025-12-15,& more + prehab,sl wall sit on toes,,,2x,,
2025-12-15,& more + prehab,foot resisted tke,,,2x,,
2025-12-15,& more + prehab,slider lateral squat,,,2x,,
2025-12-15,& more + prehab,zercher Jefferson curls,,85lbs,3x10,,
2025-12-16,Core,bosu plank + stir the pots,,,2x30s+30/30,,
2025-12-16,Power (upper),sm bench throws,,"2x50,3x60",5x5,,
2025-12-16,& more + prehab,scapula work,,,2x,,
2025-12-16,Core,bosu pikes + tucks,,,2x12,,
2025-12-16,& more + prehab,kb half kneeling windmill,,,2x,,
2025-12-16,& more + prehab,wrist work,,,2x,,
2025-12-17,Plyo (-agility),sl pogos,,15lbs,2x10,,cleans hurt wrist at 95lbs. don't want to aggravate it.
2025-12-17,& more + prehab,decel work (jump squats),,80lbs,3x3,,cleans hurt wrist at 95lbs. don't want to aggravate it.
2025-12-17,& more + prehab,decel work (split squat jumps),,80lbs,"2x3*,3",,
2025-12-17,& more + prehab,decel work (bulgarian hops),,70lbs,"3*,2x3",,
2025-12-20,Power (upper),sm bench throws,,60lbs,5x5,,
2025-12-20,& more + prehab,rotator cuff work,,,2x,,
2025-12-20,& more + prehab,wrist work,,,2x,,
2025-12-23,Core,bosu plank + stir the pots,,,2x30s+30/30,,
2025-12-23,Power (lower),box squat,box-squat,245lbs,5x5,,
2025-12-23,& more + prehab,scapula work,,,2x,,
2025-12-23,Core,bosu pikes + tucks,,,2x12,,
2025-12-23,& more + prehab,kb half kneeling windmill,,,2x,,
2025-12-23,& more + prehab,wrist work,,,2x,,
2025-12-23,& more + prehab,zercher Jefferson curls,,85lbs,"10,2x12",,
2025-12-30,Plyo (-agility),sl pogos,,,15,,
2025-12-30,Power (lower),box squat,box-squat,"245,2x265",3x5,,
2025-12-30,& more + prehab,zercher Jefferson curls,,85lbs,2x10,,
2025-12-30,Plyo (-agility),sl cross hops,,,5,,
2025-12-30,Plyo (-agility),sl circle plate hops,,,1x,,
2026-01-07,Plyo (-agility),sl pogos,,,15,,
2026-01-07,Power (lower),box squat,box-squat,"225,2x265",3x5,,
2026-01-07,& more + prehab,zercher Jefferson curls,,85lbs,2x10,,
2026-01-07,Plyo (-agility),sl cross hops,,,7,,
2026-01-07,Plyo (-agility),sl circle plate hops,,,2x,,
2026-01-09,Core,bosu plank + stir the pots,,,2x30s+30/30,,
2026-01-09,& more + prehab,scapula work,,,2x,,
2026-01-09,Core,bosu pikes + tucks,,,2x10,,
2026-01-09,& more + prehab,kb half kneeling windmill,,,2x,,
2026-01-09,& more + prehab,wrist work,,,2x,,
